"dc:title","dcterms:alternative","dc:creator","dc:subject","dc:description","dc:publisher","dc:contributor","dc:type","dc:format","dc:identifier","dc:source","dc:language","dcterms:isPartOf","dcterms:spatial","dcterms:temporal","dc:rights","1000_pixel_jpg","150_pixel_jpg","SLQ_Digitool_viewer"
"Estate map of Walkerville, Cairns, Queensland, 1884","","Unidentified","plans maps suburbs posters land sales land auctions building blocks (land) Real Property--Queensland--Cairns--Maps Cairns (Qld.)","Estate map showing 400 quarter acre allotments to be sold on the 26th July 1884 by John Macnamara, Auctioneer. The plan advertised the information that Walkerville was the first suburb of Cairns. The land was surveyed by Benwell & Echlin, Townsville.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: map : col.","Image number: 758884 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 758884 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Walkerville, Cairns, Queensland; -16.92646,145.77597","1884","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263097&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263098","http://hdl.handle.net/10462/deriv/18615"
"The Lewis Estate, Woolloongabba being subdivisions 1-37 of portion 16 of Parish of South Brisbane.","","Unidentified","maps Real property South Brisbane (Qld.)--Maps","G.T. Bell, auctioneer. W.R. Unsworth, surveyor. Plan includes a sketch of a horse drawn tram with advertisements for the auction along the front and side with prospective purchasers on roof. At base of map: Alternative terms which lists payment options. Surveyors plan contains some pencilled corrections and Local sketch has written in pencil 'sub 1 to 37 of rebsub of sub 2 of portion 169 South Brisbane [signed] Owen Lewis'.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: 1 estate map : col. ; on sheet 89 x 57 cm.","Image number: 855352 ","Copied and digitised from The Lewis Estate, Woolloongabba being subdivisions 1-37 of portion 16 of Parish of South Brisbane. Brisbane, Qld.: Watson Ferguson and Co. Litho., 1889. Item is held by John Oxley Library, State Library of Queensland.","","Accession number: Bib 855352 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Wooloongabba (Qld.) ~ Lewis Estate (Qld. : Estate)","","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263153&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=263154","http://hdl.handle.net/10462/deriv/18707"
"Estate Map for Cracknel Road Estate Annerley","","Unidentified","maps land sales building blocks suburbs plans advertising signs Brisbane - Suburbs - Annerley Real property --Queensland --Brisbane --Maps Annerley (Qld.) --Maps","","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copyprint : b&w","Negative number: 130026 ","Item is held by John Oxley Library, State Library of Queensland","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Annerley, Queensland; -27.511609,153.031832","","Copyright expired. For further information please view http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=294928&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=294929","http://hdl.handle.net/10462/deriv/193998"
"Kedron Park Tramway Estate Map, 1915","","Unidentified","suburbs land sales maps handbills Brisbane - Suburbs - Kedron, 1915 Kedron (Brisbane, Qld.)","Lots are for sale through Isles Love and Co., the auctioneers, on the 20 March 1915.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 5790 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Kedron, Brisbane, Queensland; -27.403311,153.03157","March 1915","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=40972&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=40973","http://hdl.handle.net/10462/deriv/140488"
"Map of Moore's Estate, Toowong, Brisbane, Queensland, 1889","","Unidentified","maps land sales land auctions building blocks suburbs Brisbane - Suburbs - Toowong, 1889 Toowong (Brisbane, Qld.)","Map of Moore's Estate at Toowong, Brisbane, Queensland, 'to be sold on Saturday, Feb. 9th, 1889', showing area between Church Street, Sylvan Road and River Road (later Coronation Drive).","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg; Original format: estate map : b&w","Negative number: 2611 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Toowong, Brisbane, Queensland; -27.478519,152.985626","1889","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=41464&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=41465","http://hdl.handle.net/10462/deriv/141775"
"Real estate map of Five Mile Town Estate in Chermside, ca. 1888","","Unidentified","maps plans land sales land auctions Brisbane - Suburbs - Chermside, ca. 1888 Chermside (Brisbane, Qld.)","Five Mile Town Estate, Gympie Road. Apply: A. Hamilton, Downfall Creek Post Office. The present district of Chermside was originally known as Downfall Creek. The name was changed to Chermside in 1903 in honour of Sir Herbert Charles Chermside who was the Governor of Queensland from 1901 to 1944. Although the first land sales were held in 1865 the area remained devoted to farming until the turn of the century when the first urban subdivisions were offered for sale. Two such estates were the Polsloc Estate and the Five Mile Town estate which were on either side of the present main shopping centre. (Information taken from: Brisbane Suburbs and Localities: Information from the Queensland Place Names Board, and Brisbites Suburban Sites, retrieved 29 June 2004, from: <http://www.brisbites.com/suburbView.asp?suburb=26&topic=1>)","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 6130 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: 78-8-2 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Chermside, Brisbane, Queensland; -27.38636,153.033936","ca. 1888","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=43408&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=43409","http://hdl.handle.net/10462/deriv/143892"
"Thornton & Pearce Auctioneers Estate Map of Glenora Park, Kedron, Brisbane, Queensland, 1925","","Unidentified","maps suburbs land sales land auctions building blocks Brisbane - Suburbs - Kedron, 1925 Kedron (Brisbane, Qld.)","Copy of lithograph of Estate Map of Glenora Estate, Kedron, includes localised sketch of the area, with numbered blocks and named streets, and also a panoramic view.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg; Original format: estate map : b&w","Negative number: 5791 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Kedron, Brisbane, Queensland; -27.403311,153.03157","1925","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=44416&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=44417","http://hdl.handle.net/10462/deriv/145858"
"Rainworth Estate real estate map, 1925","","Unidentified","suburbs maps plans land auctions land sales Brisbane - Suburbs - Rainworth, 1925 Rainworth (Brisbane, Qld.)","Map showing the land for sale in the Rainworth Estate, Paddington. There were 59 residential lots which were to be auctioned on Saturday 21 November, 1925. The auctioneers were Kerr and Hart. The boundary streets for the estate are marked as Boundary Road, Nestor Street, Rouen Road and Birdwood Terrace. Runic Street and Vimy Street run through the estate.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 33750 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Rainworth, Brisbane, Queensland; -27.464729,152.967163","November, 1925","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=68796&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=68797","http://hdl.handle.net/10462/deriv/84239"
"Map and survey plan of Drynan Estate, Canungra, 1917","","James, H. T.","maps land sales Canungra, 1917 Canungra (Qld.)","Handbill consisting of cadastral information and small inset photographs, for the upcoming sale of land at Canungra, on 26 February 1917. Sixteen large lots are advertised for sale along the Upper Coomera River. The land is advertised as having 'abundant water' and 'particularly suitable for dairying, fattening and fruit growing'. Other features are the Canungra Township, Lahey's Tramway. The official survey of Canungra was completed in April 1915.","John Oxley Library, State Library of Queensland","Isles, Love & Co.","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 34215 ","Item is held by John Oxley Library, State Library of Queensland.","","Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Canungra, Queensland; -28.019131,153.168488","1917","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=78900&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=78902","http://hdl.handle.net/10462/deriv/89537"
"Estate map of the village of Nona, near Milton, Brisbane, 1865","","Unidentified","suburbs maps plans Brisbane - Suburbs - Toowong, 1865 Toowong (Brisbane, Qld.)","This area is now part of Toowong. The main road through the estate is Moggill Road.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 22711 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: 81-3-9 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Toowong, Brisbane, Queensland; -27.478519,152.985626","ca. 1865","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=88229&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=88230","http://hdl.handle.net/10462/deriv/64559"
"Kilcoy Homestead estate map, featuring two farms and eleven township blocks, 1924","","Unidentified","maps land sales land auctions building blocks farms Kilcoy Station, 1924 Kilcoy (Qld.)","The Kilcoy area was first settled in 1841 by Colin and Evan McKenzie. It was named after their family lands and their father, the Baron of Kilcoy. Land for sale comprises 517 acres, which was subdivided into 2 farms and 11 town blocks. Photographs show views of the outbuildings and creeks on the farm lots. A local sketch shows the town area, with a second sketch showing the wider area.","John Oxley Library, State Library of Queensland","","image","Digital format: image/jpeg Original format: copy print : b&w","Negative number: 20507 ","Item is held by John Oxley Library, State Library of Queensland.","","Accession number: 80-10-15 Is part of: Picture Queensland ~ State Library of Queensland : digital image collection ~ Maps and Estate Maps ","Kilcoy, Queensland; -26.94767,152.560608","31 March 1924","Copyright expired. For further information http://www.slq.qld.gov.au/home/copyright","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=89777&custom_att_3=NLA","http://bishop.slq.qld.gov.au:80/webclient/DeliveryManager?pid=89778","http://hdl.handle.net/10462/deriv/66355"
