Title,Description,Lat,Lon,Link,ID
"Drane Estate, Clayfield.","Plan of allotments to be sold Saturday February 28th 1920.;Thorpe & Sharp, auctioneers; H.T. James, lithographer.;Map shows area near Drane Street Clayfield.;Cameron and Henzell no. 2011QSL",-27.417153,153.054882,http://hdl.handle.net/10462/deriv/434206,99183346012202061
Indooroopilly Park Estate.,"Plan of allotments to be sold at auction on Saturday 10th September 1921.;'Being subs of Portion 38 to 42, Parish of Indooroopilly.';Isles, Love & Co., auctioneers; Harry Raff, surveyor; H.T. James, lithographer.;Map shows area around Carrington Road, near Swann Road, Indooroopilly.;Cameron and Henzell no. 2067QSL",-27.499196,152.983294,http://hdl.handle.net/10462/deriv/420933,99183319818202061
"Bardon Park Estate, second section :","Plan of allotments to be sold Saturday 1st May 1920.;Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographers.;Map shows area along Simpsons Road near Bowman Park, Bardon.;Cameron and Henzell no. 2007QSL",-27.460418,152.976138,http://hdl.handle.net/10462/deriv/427692,99183346017002061
"Northam Estate, Upper Paddington :","Plan of allotments to be sold by auction Saturday 9th September 1922.;'Being ReSubs of Sub 1 of Portions 301 & 59, Parish of Enoggera.';Cameron Bros., auctioneers; H.T. James, lithographers.;Map shows allotments along what is now Northam Avenue, Bardon.;Cameron and Henzell no. 2045QSL",-27.457219,152.982146,http://hdl.handle.net/10462/deriv/433052,99183375621002061
Two magnificent city warehouses.,"Plan showing 2 brick buildings to be sold 11th June 1923.;'Being Subs 2 & 3 ( & ReSubs A, B, C & D (Easements for party walls) & E & F (Easements for Right of Way) of Subs 1-3) of Allotments 1 & 12 of Section 34, City of Brisbane.';Isles, Love & Co. Limited, auctioneers; Harry Raff, surveyor; H.T. James, lithographer.;Map shows area along Edward Street near the intersection of Mary Street Brisbane.;Cameron and Henzell no. 2124QSL",-27.470331,153.029207,http://hdl.handle.net/10462/deriv/433065,99183380620402061
Birdwood Park :,"Plan of allotments to be sold by auction on Saturday 23rd September 1922.;'Being Resubs of Subs 90 to 104 of Portion 682, Parish of Enoggera.';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographer.;Map shows area along Stuartholme Road bounded by Fifth Avenue and Boundary Road, Bardon.;Cameron and Henzell no. 2095QSL",-27.464495,152.980596,http://hdl.handle.net/10462/deriv/420946,99183329517602061
"Toorak Estate, Hamilton.","Plan of allotments to be sold at auction Saturday 20th May 1922.;'Being Subs of ReSub A of Sub 708 of ReSub A of Sub 68 & of ReSubs A & B of Sub 69 of Allot 6 of Por. 1 & of ReSub B of Sub 1 of Portion 124, Parish of Toombul';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyor; H.T. James, lithographer.;Map shows allotments along Annie Street Hamilton.;Cameron and Henzell no. 2078QSL",-27.437132,153.052543,http://hdl.handle.net/10462/deriv/420918,99183319800302061
Cumbrae Estate.,"Plan of farms to be sold by auction on Thursday 15th December, 1921.;'Being Pors. 29, 30, 230 and 882 ... in the Parishes of King & Glastonbury, County of Lennox';James MacDonnnell, auctioneer; E.G. Sheldon, surveyor, A. MacKinnon, lithographer.;Map shows area along Eel Creek near Gympie.;Cameron and Henzell no. 2116QSL",-26.248019,152.594494,http://hdl.handle.net/10462/deriv/433062,99183380520802061
"5 valuable river frontages, adjoining the Edward St ferry at Kangaroo Point.","Plan of allotments to be sold by auction Monday 17th July 1922.;'Being survey of Subs 1 to 5 of Resub 5 of Sub 11 of E.S.A 27 & 28 of Resub 11 of Subs 11 & 12 of E.S.A, 29. County of Stanley of South Brisbane.';Isles Love & Co., Cameron Bros, auctioneers.;Map shows allotments along the Brisbane River near Thornton Street Kangaroo Point.;Cameron and Henzell no. 2087QSL;Allotments to be sold under instructions from Queensland Trustees Ltd. Includes handwritten notations. Also includes memorandum of transfer.QSL.",-27.471891,153.034607,http://hdl.handle.net/10462/deriv/420941,99183329016402061
Avoca Estate :,"Plan of allotments to be sold by private sale.;'Being Subs of Portion 165ß┤¼, Parish of Yeerongpilly.';Webb & Webb, [agents?]; F.J Charlton, surveyors; H.T. James, lithographer.;Map shows area near Avoca Street Yeronga.;Cameron and Henzell no. 2012QSL",-27.517571,153.014032,http://hdl.handle.net/10462/deriv/427687,99183346011902061
Gordon Park :,"Plan of allotments to be sold at auction on Saturday 6th May 1922.;'Being Resubs of Sub 5 of Portion 8, Parish of Kedron.';Cameron Bros., auctioneers; F.J. Charlton, surveyor; H.T. James, lithographer.;Map shows allotments along Haig Street and Victoria Terrace, and along what is now Stafford Road, Gordon Park.;Cameron and Henzell no. 2076QSL",-27.412434,153.024197,http://hdl.handle.net/10462/comp/8715,99183319801702061
The New Dock Estate.,"Plan of allotments to be sold by auction on Saturday 16th February 1918.;'Being Subs of Portion 30. Parish of Bulimba.';Isles, Love & Co., auctioneers; H.T. James, lithographer.;Map shows allotments in the area bounded by the intersection of Lytton Road and Baldwin Street Bulimba.;Cameron and Henzell no. 2092QSL",-27.448006,153.067607,http://hdl.handle.net/10462/deriv/420951,99183329519302061
"Grovely Station Estate, Enoggera.","Plan of allotments to be sold Saturday 26th October 1918.;'Being Subdivisions 1 to 107 of ReSub 1 of Sub 3, Portion 284, Parish of Enoggera.';W.J. Down & Co., auctioneers; D.A. Crawford, surveyor; Will. H. Clarke & A. McLaren, lithographers.;Map shows area Near Pershing Street, Keperra.;Cameron and Henzell no. 2032QSL",-27.405972,152.963730,http://hdl.handle.net/10462/deriv/427730,99183358521202061
[Blueprint map of Bardon],"'Tracing of res. 241 to 248 of subs 28 to 33, 46 to 50, 79 to 83, 88 & 89, 90, 91 & 93 to 104 of Pops 673A & 682, Parish of Enoggera Cty. of Stanley.';Title supplied by cataloguer.;C.E. James, surveyor.;Map shows area from Birdwood Terrace to Boundary Road, including Main Avenue, in Bardon.;Blueprint.;Cameron and Henzell no. 2069AQSL",-27.466842,152.979109,http://hdl.handle.net/10462/deriv/420932,99183319817802061
"Kirkston Estate, Windsor.","Plan of allotments to be sold 27th November 1920.;'Being Subs of ReSubs 17 to 25 & 85 to 88 of Subs 41, 44, 49, 50 & 52 of Pors 190 & 285 & of Subs 9 to 13 ┬▓ A of Pors. 190 & 190ß┤¼, Parish of Enoggera.';Cameron Bros., auctioneers; J.Wynne Townson, surveyor; H.T. James, lithographer.;Map shows area near Flower Street, Windsor.;Cameron and Henzell no. 2036QSL",-27.428121,153.031252,http://hdl.handle.net/10462/deriv/427743,99183358520702061
"Quarry Hill, Leichhardt Street.","Plan of allotments to be sold by auction Saturday 18th February 1922.;'Being Subs 1-120 of Portion 245, Parish of North Brisbane.';Isles, Love & Co. auctioneers; Harry Raff, surveyor; A.M. McLaren. lithographers.;Map shows allotments along Quarry Street, Spring Hill; and Leichhardt Street which is now known as St Paul's Terrace in this part of Spring Hill.;Cameron and Henzell no. 2109QSL",-27.458247,153.028055,http://hdl.handle.net/10462/deriv/433089,99183375617302061
"Bardon Park, Upper Paddington :","Plan of allotments to be sold by auction Saturday February 26th, 1921.;'Being ReSubs 293 to 317 of Sub 1 of Por 297, Subs 245 to 248 of Por 296 & of Sub 1 of Por 296, & Subs 249 to 291 of Por 296, Parish of Enoggera.';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographers.;Map shows allotments along what is now Burnham Road and Lorward Avenue Bardon.;Cameron and Henzell no. 2046QSL",-27.461103,152.974829,http://hdl.handle.net/10462/deriv/433051,99183375620902061
Stamford Hill :,"Plan of allotments to be sold at auction on Saturday 20th September, 1919.;'Being ReSubs. of Sub B of ReSub 1 of Subs 1 to 8 of Por 47; & of Sub 1 of Por 48; & of Res.1 of Sub 3 of Por 46. And Subs 1 to 24 of Resub 3 of Sub 5 of Por 47. Parish of Indooroopilly.';Isles, Love & Co., auctioneers; H.T. James, lithographers.;Map shows area along Moggill Road near the intersection of what is now Swann Road, and near Keating Street Indooroopilly.;Cameron and Henzell no. 2115QSL",-27.498373,152.975429,http://hdl.handle.net/10462/deriv/433070,99183380020902061
"Sylvan Road Estate, Toowong.","Plan of allotments to be sold Saturday, July 19th [1890].;'Being Re-subdivisions 1 to 10 of Sub. 40 of Por. 244, County of Stanley, Parish of Enoggera.';A. McNish Fraser auctioneer; Muir & Morcom, lithographers.;Map shows area near Sylvan Road Toowong.;Cameron and Henzell no.951QSL",-27.479021,152.986690,http://hdl.handle.net/10462/comp/9091,99183346019902061
"Queensland Pine Company's Lands, Yarraman Creek","Plan of allotments to be sold Saturday 4th March 1922.;'Being Subs 1-4 of POR. 108v., Subs 1 & 2 of POR.112v., RESUBS. 1 & 2 of SUB. of POR. 74v. Parish of Cooyar, County of Cavendish.';Map shows area along what is now the New England Highway near the intersection of Tarong Yarraman Road.;Cameron and Henzell no. 2112QSL",-26.860267,151.965358,http://hdl.handle.net/10462/deriv/433072,99183380021202061
Plan showing position of land for sale :,"Dairying property to be sold by auction Tuesday 23rd November, 1920.;Cameron Bros., auctioneers.;Land for sale is near Beechmont on the Nerang River. Map shows area from Brisbane south to the New South Wales border and east to Tweed Heads. Full description of property on verso.;Cameron and Henzell no. 2034QSL",-28.128483,153.214989,http://hdl.handle.net/10462/comp/9093,99183358521002061
Glendower Estate Hamilton.,"Plan of allotments to be sold on the ground Saturday March 5th, 1921.;Cameron Bros., auctioneers, H.T. James, lithographers.;Map shows allotments on the corner of Crescent Road and Langside Road, Hamilton.;Cameron and Henzell no. 2016aQSL",-27.437396,153.056304,http://hdl.handle.net/10462/deriv/433050,99183375620702061
The Whinstanes Estate.,"Plan of allotments to be sold on Saturday 8th December 1917 and 2nd February 1918.;'Being Subs 1 to 36 & 410, 411 of ReSub 2 of Sub A. and of ReSubs 2 & 3 of Subs 398 - 401 of Allotments 4 & 5 of Section 2, Parish of Toombul.';Isles Love & Co., auctioneers; Harry Raff, surveyor; Will. H. Clarke & A. McLaren, lithographers.;Map shows area near Hilda Street, Hamilton.;Cameron and Henzell no. 2031QSL",,,http://hdl.handle.net/10462/comp/9092,99183358521302061
Elswick Enoggera :,"Plan of allotments to be sold by auction 25th September 1920.;'Being subs & Resubs of Por 413 & of Sub 3 of Por 414 & ReSubsA of Subs 51, 88 & 99 (Easements), Parish of Enoggera.';Isles, Love & Co., auctioneers; Thor H. Jensen, surveyor; H.T. James, lithographer.;Map shows area around Trundle Street, Enoggera.;Cameron and Henzell no. 2020QSL",-27.421903,152.992339,http://hdl.handle.net/10462/deriv/427738,99183349408002061
College Hill Estate :,"Plan of allotments to be sold by auction on Saturday 25th September 1920.;'Being subs of Sub Por. 251 &252 N.Brisbane'.;Charlton, Elliott and Sons, auctioneers; R.W. Southerden, surveyors; [drawn by] H.T. James; H.J. Diddams & Co., printers.;Map shows area around Royal Avenue, Spring Hill.;Cameron and Henzell no. 2074QSL",-27.457012,153.026601,http://hdl.handle.net/10462/deriv/420922,99183319806502061
Town Hall site.,"Plan of allotments to be sold by auction on Tuesday May 2nd 1922.;'Being ReSubs & Subs of Sub B of E.S.A 5ß┤¼. & of E.S.A 5ß┤«. Parish of N. Brisbane.';Isles, Love & Co., auctioneers; Harry Raff, surveyor; H.T. James, lithographer.;Map shows area near the intersection of Ann and Boundary Streets, Fortitude Valley.;Cameron and Henzell no. 2098QSL",-27.461675,153.032518,http://hdl.handle.net/10462/deriv/420943,99183329512502061
"Upton Estate, Brookfield.","Plan of allotments to be sold by auction Saturday 18th June 1921.;'Being Resubs of subs 1 & 2 of Pors194 & 267 & of Por 224 Parishes of Indooroopilly & Moggill.';Barnes & Co. Ltd., Moon & Dundan acutioneers in conjunction; R.A. Hamilton & James, surveyors; H.T. James, lithographers.;Map shows allotments along what is now Savages Road, Brookfield. Also includes map showing allotments near Moggill Road Taringa.;Cameron and Henzell no. 2086QSL",-27.473372,152.880185,http://hdl.handle.net/10462/deriv/420940,99183329017602061
"Eastleigh Estate, Coorparoo.","Plan of allotments to be sold on 4th April, 1925.;'Being Subs of ReSub 141 of Sub 3 of Portion 114, Parish of Bulimba.';Isles, Love & Co. Limited, auctioneers; Harry Raff, surveyor; H.T. James, lithographer.;Map shows area near Amelia Street Coorparoo.;Cameron and Henzell no. 2123AQSL;'Under instructions from the Queensland Trustees Limited, Trustees in the Estate of the Late F.T. Brentnall'.",,,http://hdl.handle.net/10462/deriv/433074,99183380620702061
Birdwood Park Estate :,"Plan of allotments to be sold at auction on Saturday 10th April 1926.;'Being Resubs of Subs. of Por. 673A, Enoggera'.;Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors: H.T. James, lithographer.;Map shows allotments on Birdwood Terrace and Main Avenue in Bardon.;Cameron and Henzell no. 2069AQSL",-27.469619,152.983561,http://hdl.handle.net/10462/deriv/420925,99183319816802061
"Oberthur Estate, Coorparoo.","Plan of allotments to be sold on the ground Saturday 7th December 1918.;'Being Resubs of Subs 24 & 86; & Subs: of Resub 2 of Sub 1 of Por. 119, Parish of Bulimba.';G.H. Blocksidge & Ferguson, auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographer.;Map shows area near Ashton Street, Camp Hill.;Cameron and Henzell no. 2043QSL",-27.494180,153.066292,http://hdl.handle.net/10462/deriv/433053,99183375621302061
Spencer's Hill Corinda.,"Plan of allotments to be sold Saturday 4th December 1920.;'Being ReSubs & Subs 1 to 122 of Subs 5 to 10 & ReSub 2 of Sub 1 of Por 88 & of ReSubs 94 to 121 of Por 89, Parish of Oxley.';Cameron Bros., auctioneers; Harry Raff, surveyor; H.T. James, lithographer.;Map shows area near Spencer Street and Corinda Railway Station, Corinda.;Cameron and Henzell no. 2039QSL",-27.541825,152.977828,http://hdl.handle.net/10462/comp/9417,99183367297202061
"Breezy Slopes Estate, Cannon Hill :","Plan of allotments to be sold by auction April 7th, 1923.;'Being subs of Portion 218, Parish of Bulimba.';Cameron Bros., auctioneers; E.H. Belson, surveyor; H.T. James, lithographer.;Map shows allotments along Keats and Shelley Streets, Cannon Hill.;Cameron and Henzell no. 2117QSL",-27.470778,153.090867,http://hdl.handle.net/10462/deriv/433084,99183380519702061
The Lawn Estate :,"Plan of allotments to be sold by auction on Saturday 2nd September [1922].;'Being ReSubs of Sub3 of Por.16. Parish of Oxley.';Thorpe & Sharp, auctioneers; H.T. James, lithographers.;Map shows allotments between Kew Road and Mortlake Road Graceville.;Cameron and Henzell no. 2094 and 2110QSL",-27.518744,152.971755,http://hdl.handle.net/10462/comp/8717,99183329518702061
"Methyr Estate, New Farm :","Plan of allotments to be sold by auction Saturday 20th November 1920.;'Being Resubs 1 to 17, 18ß┤¼ to 24ß┤¼ & 25 to 32 of Subs of E.S Allot 19, Parish of of North Brisbane.';Cameron Bros., auctioneers; Harry Raff, surveyor; H.T. James, lithographer.;Map shows area bounded by Llewellyn Street, Sydney Street and Griffith Street, New Farm.;Cameron and Henzell no. 2037QSL",-27.472682,153.042802,http://hdl.handle.net/10462/deriv/433088,99183367298102061
"Birdwood Park, Upper Paddington :","Plan of allotments to be sold by auction Saturday 16th June 1923.;'Being ReSubs of Subs 90 to 104 of Portion 682, Parish of Enoggera.';Cameron Bros., auctioneers; R.A. Hamilton & James, surveyors; H.T. James, lithographer.;Map shows area along Stuartholme Road bounded by Fifth Avenue and Boundary Road, Bardon.;Cameron and Henzell no. 2102QSL",-27.464495,152.980596,http://hdl.handle.net/10462/deriv/420929,99183329817502061
[Blueprint of Stamford Hill map],"'Tracing of ReSub╦ó. 1 to 92 of Sub: B of ReSub: 1 of Sub╦ó .1 to 8 of Por: 47 & of Sub: 1 of Por: 48 & of ReSub: 1 of Sub: 3 of Por: 46, Parish of Indooroopilly, County of Stanley.';Claude & James, surveyors.;Map shows area along Moggill Road and near what is now Underhill Avenue Indooroopilly.;Map shows same area as Stamford Hill: the Knoll, Indooroopilly, Taringa.;Title provided by cataloguer.;Cameron and Henzell no. 2115QSL",-27.498373,152.975429,http://hdl.handle.net/10462/deriv/433063,99183380521202061
